start: Corwyn is a miner_smith and lives in Vesper -> starting city index 8
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[18:02:50.941] WARN  [v_Corwyn] [0x21] move REJECTED seq=71; server says (2801,953,2) facing=1
[18:19:09.795] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:19:11.133] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 99.0us)
[18:19:11.133] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:19:12.511] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 51.1us)
[18:19:12.511] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:19:12.571] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 1/3)
[18:19:12.633] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 16.1us)
[18:19:12.633] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:19:12.695] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 2/3)
[18:19:12.757] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 75.3us)
[18:19:12.757] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:19:12.819] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:19:12.880] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 72.8us)
[18:19:12.880] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:19:18.165] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 49.3us)
[18:19:18.165] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:19.510] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 51.8us)
[18:19:19.510] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:20.857] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 76.7us)
[18:19:20.857] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:23.713] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 75.7us)
[18:19:23.713] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:25.076] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 76.0us)
[18:19:25.076] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:26.424] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 73.0us)
[18:19:26.424] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:30.765] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 80.3us)
[18:19:30.765] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:32.111] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 54.1us)
[18:19:32.111] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:33.446] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 63.9us)
[18:19:33.446] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:39.334] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 55.8us)
[18:19:39.334] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:40.682] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 77.4us)
[18:19:40.682] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:42.033] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 84.0us)
[18:19:42.033] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:42.095] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 1/3)
[18:19:42.157] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 12.7us)
[18:19:42.157] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:42.219] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 2/3)
[18:19:42.280] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 59.7us)
[18:19:42.281] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:42.343] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:19:42.404] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 76.0us)
[18:19:42.404] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:42.709] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 62.3us)
[18:19:42.709] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:44.037] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 50.7us)
[18:19:44.037] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:45.381] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 68.0us)
[18:19:45.381] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:48.255] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 77.5us)
[18:19:48.255] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:49.599] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 50.8us)
[18:19:49.599] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:50.944] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 69.0us)
[18:19:50.944] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:55.333] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 51.2us)
[18:19:55.333] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:56.683] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 72.6us)
[18:19:56.683] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:19:58.061] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 85.4us)
[18:19:58.061] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:03.953] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 85.3us)
[18:20:03.953] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:05.333] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 80.6us)
[18:20:05.333] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:06.694] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 55.1us)
[18:20:06.694] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:06.755] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 1/3)
[18:20:06.816] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 12.6us)
[18:20:06.816] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:06.878] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 2/3)
[18:20:06.938] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 74.2us)
[18:20:06.938] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:06.999] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:20:07.063] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 88.0us)
[18:20:07.063] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:12.555] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 1/3)
[18:20:12.610] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 23.4us)
[18:20:12.610] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:12.670] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 2/3)
[18:20:12.731] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 83.9us)
[18:20:12.731] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:12.792] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:20:12.853] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 74.6us)
[18:20:12.853] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:17.218] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 89.4us)
[18:20:17.218] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:18.561] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 59.4us)
[18:20:18.561] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:19.903] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 85.7us)
[18:20:19.903] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:22.742] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 63.7us)
[18:20:22.742] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:24.042] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 55.2us)
[18:20:24.042] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:25.411] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 73.8us)
[18:20:25.411] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:29.804] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 79.5us)
[18:20:29.804] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:31.133] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 52.2us)
[18:20:31.133] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:32.479] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 85.0us)
[18:20:32.479] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:38.380] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 76.8us)
[18:20:38.380] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 973 item(s), 14 mobile(s))
[18:20:39.703] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 78.4us)
[18:20:39.703] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:41.049] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 49.3us)
[18:20:41.049] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:41.111] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 1/3)
[18:20:41.172] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 17.2us)
[18:20:41.172] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:41.233] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 2/3)
[18:20:41.294] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 51.3us)
[18:20:41.294] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:41.355] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:20:41.416] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 55.5us)
[18:20:41.416] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:20:44.057] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 1/3)
[18:20:44.109] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 31.2us)
[18:20:44.109] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:44.171] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 2/3)
[18:20:44.232] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 80.4us)
[18:20:44.232] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:44.295] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:20:44.356] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 82.2us)
[18:20:44.356] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:53.773] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 53.3us)
[18:20:53.773] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:55.117] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 80.1us)
[18:20:55.117] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:56.468] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 97.1us)
[18:20:56.468] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:20:59.354] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 67.9us)
[18:20:59.354] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:21:00.727] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 65.0us)
[18:21:00.727] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:21:02.107] WARN  [v_Corwyn] [bot] no path to (2888,792) avoiding 0 block(s); stopping (search 79.7us)
[18:21:02.107] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:21:06.462] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 63.6us)
[18:21:06.462] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:21:07.811] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 78.9us)
[18:21:07.811] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:21:09.184] WARN  [v_Corwyn] [bot] no path to (2890,800) avoiding 0 block(s); stopping (search 93.2us)
[18:21:09.184] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:21:15.066] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 143.2us)
[18:21:15.066] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 17 mobile(s))
[18:21:16.419] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 53.4us)
[18:21:16.419] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 17 mobile(s))
[18:21:17.768] WARN  [v_Corwyn] [bot] no path to (2888,836) avoiding 0 block(s); stopping (search 64.5us)
[18:21:17.768] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 17 mobile(s))
[18:21:17.829] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 1/3)
[18:21:17.892] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 17.3us)
[18:21:17.892] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 17 mobile(s))
[18:21:17.953] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 2/3)
[18:21:18.014] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 79.1us)
[18:21:18.014] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 17 mobile(s))
[18:21:18.045] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:21:18.106] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 76.3us)
[18:21:18.106] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 17 mobile(s))
[18:21:19.867] WARN  [v_Corwyn] [bot] no path to (2888,780) avoiding 0 block(s); stopping (search 78.2us)
[18:21:19.867] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 17 mobile(s))
[18:21:19.867] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:22:23.168] WARN  [v_Corwyn] [0x21] move REJECTED seq=5; server says (2882,681,0) facing=1
[18:22:23.169] WARN  [v_Corwyn] [bot] 0x20 resync; aborting path
[18:22:29.089] WARN  [v_Corwyn] [0x21] move REJECTED seq=17; server says (2888,673,0) facing=3
[18:22:29.103] WARN  [v_Corwyn] [bot] 0x20 resync; aborting path
[18:23:10.802] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 1649514.6us)
[18:23:10.802] WARN  [v_Corwyn] [bot] start (2888,780,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 5 mobile(s))
[18:23:13.834] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 1655711.4us)
[18:23:13.834] WARN  [v_Corwyn] [bot] start (2888,780,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 5 mobile(s))
[18:23:16.953] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 1766508.7us)
[18:23:16.953] WARN  [v_Corwyn] [bot] start (2888,780,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 5 mobile(s))
[18:23:21.529] WARN  [v_Corwyn] [bot] no path to (2856,816) avoiding 0 block(s); stopping (search 1768146.9us)
[18:23:21.529] WARN  [v_Corwyn] [bot] start (2888,780,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 5 mobile(s))
[18:23:24.672] WARN  [v_Corwyn] [bot] no path to (2856,816) avoiding 0 block(s); stopping (search 1852831.0us)
[18:23:24.672] WARN  [v_Corwyn] [bot] start (2888,780,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 5 mobile(s))
